Age,Gender,Location,Language,Education Level,Likes and Reactions,Followed Accounts,Device Usage,Time Spent Online (hrs/weekday),Time Spent Online (hrs/weekend),Click-Through Rates (CTR),Conversion Rates,Ad Interaction Time (sec),Income Level,Top Interests,Segment,PCA1,PCA2
25-34,Female,Suburban,Hindi,High School,6600,460,Mobile Only,3.5,3.1,0.148,0.03,94,0-20k,"['Digital Marketing', 'Fitness and Wellness', 'Software Engineering', 'Investing and Finance']",2,1.590387290091376,-0.7419950282247035
25-34,Female,Suburban,English,High School,915,200,Tablet,2.3,3.4,0.004,0.054,139,0-20k,"['Reading and Literature', 'Investing and Finance']",2,1.3617907977966457,-2.7360165016634745
45-54,Female,Urban,Hindi,Technical,8734,60,Mobile Only,2.2,7.9,0.065,0.078,171,60k-80k,['Gourmet Cooking'],4,1.9525655804179356,2.111882799126519
35-44,Female,Rural,English,PhD,6766,395,Mobile Only,3.6,1.7,0.165,0.032,99,40k-60k,"['Investing and Finance', 'Gaming', 'Data Science']",4,1.1348045404690312,-0.3905364281769708
25-34,Female,Suburban,Mandarin,PhD,242,219,Desktop Only,2.2,3.8,0.008,0.036,73,60k-80k,"['Fitness and Wellness', 'Gardening']",2,1.5701936970167134,-0.9460947850769057
35-44,Male,Urban,Mandarin,Technical,1510,135,Mobile + Desktop,2.1,1.4,0.021,0.026,167,100k+,"['Pet Care', 'Software Engineering', 'Travel and Adventure', 'Data Science']",1,-1.6567175020411264,1.1065091640306797
18-24,Male,Urban,English,PhD,634,457,Tablet,4.3,6.7,0.073,0.025,131,100k+,"['Data Science', 'Eco-Friendly Living', 'Pet Care']",3,-1.1789993007403143,0.08670663502849132
25-34,Female,Suburban,Spanish,High School,3464,467,Desktop Only,1.0,1.6,0.219,0.095,56,0-20k,"['Gourmet Cooking', 'Music Production', 'Travel and Adventure']",0,1.4040689338833545,-0.2681097726902101
35-44,Female,Suburban,Mandarin,High School,1132,78,Mobile + Desktop,3.5,5.7,0.191,0.064,146,0-20k,"['DIY Crafts', 'Photography', 'Investing and Finance']",2,0.9349288783418942,-1.6363489782744864
35-44,Female,Urban,Hindi,Bachelor,3442,274,Mobile Only,1.6,1.4,0.006,0.016,67,60k-80k,"['DIY Crafts', 'Digital Marketing', 'Gardening']",4,1.583356213406603,1.1657537124109307
55-64,Male,Rural,English,Technical,9702,267,Mobile + Desktop,0.6,5.7,0.125,0.072,40,0-20k,"['Gardening', 'Travel and Adventure', 'Eco-Friendly Living']",1,-1.2843925966225362,0.017170450473795635
25-34,Female,Rural,Hindi,Master,6185,427,Mobile Only,1.3,6.9,0.069,0.072,95,0-20k,['Investing and Finance'],2,1.8549233403505652,-0.18762282620348833
35-44,Female,Rural,Hindi,Master,4600,197,Mobile Only,3.2,3.8,0.162,0.067,156,20k-40k,"['Digital Marketing', 'Gourmet Cooking']",4,1.4125202385015592,-0.6638973363618286
45-54,Male,Urban,Spanish,Bachelor,1272,239,Desktop Only,3.7,4.7,0.18,0.013,172,20k-40k,"['Software Engineering', 'Data Science', 'Gourmet Cooking']",3,-1.7466217968805355,1.9248474724570783
18-24,Male,Suburban,Hindi,Bachelor,9180,198,Mobile Only,0.6,3.8,0.216,0.041,161,20k-40k,"['Gaming', 'Travel and Adventure']",3,-0.6215908287115596,-0.45351936151228167
45-54,Female,Urban,Spanish,PhD,4617,424,Desktop Only,0.7,3.1,0.119,0.011,57,40k-60k,"['Pet Care', 'Data Science', 'Gourmet Cooking']",0,1.2109564829033805,2.8363207430506545
25-34,Male,Suburban,Mandarin,Bachelor,8107,19,Mobile + Desktop,4.6,6.6,0.249,0.082,113,60k-80k,"['Fashion Modelling', 'Gardening']",1,-1.0689738736523098,-0.785948946232138
65+,Female,Rural,English,Bachelor,1741,123,Mobile + Desktop,0.8,2.9,0.245,0.066,154,0-20k,"['Data Science', 'Gaming', 'Fitness and Wellness']",4,0.8296032221676829,-0.13102623360526253
18-24,Female,Rural,Hindi,Master,571,85,Mobile Only,4.5,6.1,0.221,0.051,76,40k-60k,"['Data Science', 'Fitness and Wellness', 'Fashion Modelling', 'Investing and Finance']",4,1.3822231288606863,-0.24833177472733087
35-44,Female,Suburban,English,PhD,3040,173,Desktop Only,1.5,2.4,0.144,0.034,19,80k-100k,['Gardening'],0,1.3810132815197176,-1.6772739001294288
18-24,Male,Suburban,Hindi,Bachelor,8838,94,Mobile Only,3.8,2.7,0.1,0.018,117,0-20k,"['Investing and Finance', 'Photography']",3,-0.6339895513890252,-0.4313982123871842
65+,Male,Urban,English,Bachelor,4826,58,Desktop Only,1.9,3.4,0.091,0.011,73,100k+,"['Travel and Adventure', 'Eco-Friendly Living', 'Digital Marketing', 'Data Science']",3,-1.656328042651019,1.5104390769174099
35-44,Male,Rural,Hindi,PhD,7770,335,Desktop Only,4.4,5.1,0.003,0.097,120,40k-60k,['Travel and Adventure'],3,-1.5269807378263478,0.23815612437463204
35-44,Male,Urban,Hindi,Technical,3823,186,Desktop Only,3.7,4.2,0.062,0.02,8,40k-60k,"['DIY Crafts', 'Travel and Adventure', 'Software Engineering']",3,-1.8641799489771564,2.2524958846273857
18-24,Male,Urban,Hindi,PhD,463,396,Mobile + Desktop,2.3,6.2,0.18,0.006,79,100k+,"['Reading and Literature', 'Fashion Modelling', 'Photography']",1,-1.2888487640097894,1.2394497966283327
45-54,Female,Urban,Hindi,Master,3409,467,Desktop Only,0.8,2.5,0.151,0.096,150,60k-80k,"['Reading and Literature', 'Software Engineering', 'Music Production']",2,1.4925792195337748,1.3443563243051668
25-34,Male,Rural,Hindi,Technical,645,398,Mobile + Desktop,3.8,1.1,0.229,0.055,46,20k-40k,"['Music Production', 'Software Engineering']",1,-1.8626275180333474,0.5925781811552118
55-64,Male,Urban,Hindi,High School,3340,227,Desktop Only,3.3,6.4,0.013,0.08,34,100k+,"['Gardening', 'Fitness and Wellness', 'Photography']",3,-0.989388548383835,2.0998956365982884
25-34,Female,Urban,Hindi,PhD,6765,198,Mobile + Desktop,0.5,6.8,0.039,0.004,147,0-20k,"['DIY Crafts', 'Eco-Friendly Living']",2,1.2575545091203717,2.01195191706628
25-34,Male,Urban,Hindi,Master,2036,478,Tablet,0.5,1.4,0.197,0.057,74,80k-100k,"['Gaming', 'Software Engineering']",3,-1.2778216320112823,0.6615354597114537
18-24,Male,Urban,Hindi,Technical,9254,355,Mobile + Desktop,4.1,5.3,0.09,0.04,20,60k-80k,"['Reading and Literature', 'Travel and Adventure', 'Fitness and Wellness']",1,-1.1138371565990586,1.9588177334848524
35-44,Male,Urban,English,PhD,982,239,Mobile + Desktop,1.7,3.6,0.03,0.077,115,80k-100k,"['Data Science', 'Eco-Friendly Living', 'Reading and Literature', 'DIY Crafts']",1,-1.6646883076431005,-0.02547003994904857
35-44,Female,Urban,Spanish,Bachelor,3940,264,Mobile Only,3.4,6.6,0.249,0.004,108,80k-100k,"['Reading and Literature', 'Gourmet Cooking', 'DIY Crafts']",0,1.3096298174686645,0.5473166367757799
18-24,Female,Rural,Hindi,PhD,7023,245,Desktop Only,2.5,7.1,0.197,0.04,111,20k-40k,"['Digital Marketing', 'Gourmet Cooking']",2,1.1235102421826049,-0.10119684380035694
45-54,Male,Urban,Spanish,High School,9162,35,Tablet,4.4,7.0,0.102,0.08,127,40k-60k,['Gaming'],3,-1.6135306654497652,1.4356439322308578
35-44,Male,Suburban,Hindi,PhD,4711,81,Mobile Only,4.6,6.4,0.206,0.052,166,20k-40k,"['DIY Crafts', 'Gardening', 'Fitness and Wellness', 'Reading and Literature']",3,-1.0456700990591046,-1.3520705829203759
35-44,Male,Urban,Hindi,Technical,9157,270,Desktop Only,5.0,2.9,0.17,0.055,31,40k-60k,['Reading and Literature'],3,-1.3591489510920363,2.327545921711438
35-44,Male,Urban,English,Technical,5304,263,Tablet,1.2,6.7,0.197,0.01,17,0-20k,"['Investing and Finance', 'Digital Marketing']",3,-1.6957608694752393,0.28044469219950124
35-44,Female,Rural,Mandarin,PhD,7388,280,Tablet,4.4,4.7,0.204,0.013,159,80k-100k,"['Gaming', 'Travel and Adventure', 'Reading and Literature']",4,0.882131895735058,-2.7924347326479104
35-44,Male,Rural,Mandarin,Technical,3303,132,Tablet,1.7,1.4,0.021,0.068,77,20k-40k,"['DIY Crafts', 'Fitness and Wellness', 'Fashion Modelling', 'Investing and Finance']",3,-2.424574243391393,-1.0866743380695718
25-34,Female,Suburban,English,Bachelor,2344,153,Desktop Only,3.2,4.2,0.156,0.068,90,40k-60k,['Investing and Finance'],2,1.553632760476246,-0.11197273734619012
25-34,Male,Suburban,Spanish,PhD,118,266,Tablet,2.8,7.6,0.002,0.098,35,40k-60k,"['Software Engineering', 'Reading and Literature', 'Investing and Finance', 'Photography']",3,-1.5915917119827898,-1.2825743540644692
55-64,Male,Rural,Mandarin,Bachelor,741,153,Tablet,0.6,7.2,0.011,0.071,7,80k-100k,"['Fashion Modelling', 'Data Science', 'Music Production']",3,-1.7076444164904874,-2.1474657168027687
55-64,Female,Rural,English,Bachelor,3183,430,Mobile Only,4.7,1.7,0.226,0.049,34,60k-80k,"['Investing and Finance', 'Photography', 'Travel and Adventure']",4,1.533683730516762,-0.6182771011084358
25-34,Male,Urban,English,Master,5300,268,Mobile + Desktop,0.9,6.2,0.132,0.086,153,0-20k,"['Music Production', 'Eco-Friendly Living']",1,-1.096527397152149,1.3242047033958244
25-34,Female,Rural,Mandarin,PhD,8621,445,Desktop Only,3.6,6.6,0.184,0.01,103,80k-100k,"['Travel and Adventure', 'Music Production', 'Eco-Friendly Living']",0,1.0931422891165132,-0.8293781351273484
45-54,Female,Suburban,Spanish,Technical,965,56,Mobile + Desktop,4.0,2.9,0.21,0.045,138,60k-80k,"['Gourmet Cooking', 'Investing and Finance', 'Fashion Modelling', 'Reading and Literature']",0,1.2202559399534063,-0.3517378843405361
35-44,Male,Urban,English,Bachelor,873,360,Mobile Only,4.1,4.3,0.237,0.029,164,60k-80k,"['Digital Marketing', 'Fashion Modelling', 'Reading and Literature']",3,-1.1776162986294214,-0.3649602802591469
18-24,Female,Suburban,Hindi,Master,4832,22,Mobile + Desktop,1.1,6.0,0.217,0.01,174,0-20k,"['Data Science', 'Travel and Adventure', 'Reading and Literature', 'Investing and Finance']",2,1.7201929064653096,-1.3400764962250535
25-34,Male,Urban,Spanish,PhD,3618,385,Tablet,2.5,4.1,0.121,0.076,164,20k-40k,"['Investing and Finance', 'Eco-Friendly Living', 'Photography', 'Gaming']",3,-1.5652539465867967,1.356107901384752
45-54,Male,Rural,Spanish,PhD,6895,217,Tablet,4.2,1.8,0.084,0.051,103,80k-100k,['Travel and Adventure'],0,-1.7822866235408081,-1.1548452113804424
45-54,Male,Suburban,Mandarin,High School,7084,320,Desktop Only,1.9,5.9,0.039,0.056,90,60k-80k,"['Fashion Modelling', 'Fitness and Wellness', 'Software Engineering', 'Photography']",3,-1.6401610723081603,-0.8143824025774288
18-24,Female,Urban,Mandarin,High School,2667,244,Desktop Only,2.6,7.4,0.1,0.041,171,20k-40k,"['Music Production', 'Eco-Friendly Living', 'Digital Marketing']",2,1.0477781216275095,0.20310383101330617
25-34,Female,Urban,Hindi,Bachelor,1774,158,Desktop Only,1.7,5.6,0.092,0.046,68,80k-100k,"['Gourmet Cooking', 'Fashion Modelling', 'Eco-Friendly Living', 'Investing and Finance']",0,1.420305810360543,1.7032640658845655
25-34,Female,Rural,English,High School,839,331,Mobile Only,2.6,6.4,0.14,0.012,122,40k-60k,"['Fashion Modelling', 'Travel and Adventure', 'Gardening', 'Data Science']",4,1.2662360310661351,-1.1923551269939048
45-54,Female,Rural,Mandarin,Bachelor,1645,447,Desktop Only,4.5,3.5,0.166,0.067,162,40k-60k,['Reading and Literature'],4,1.2464402488070425,-0.41369742359515993
18-24,Female,Rural,Mandarin,Technical,9427,164,Mobile Only,2.5,2.3,0.245,0.043,118,100k+,"['Software Engineering', 'Eco-Friendly Living', 'Investing and Finance']",4,1.0804946579039347,-0.30035791148144253
18-24,Female,Suburban,Spanish,Bachelor,5227,175,Tablet,3.0,5.5,0.182,0.082,163,100k+,['Fitness and Wellness'],0,1.5246525609154844,-0.7708661507707498
45-54,Male,Urban,Mandarin,High School,7047,99,Mobile + Desktop,2.3,3.3,0.161,0.02,91,20k-40k,"['Eco-Friendly Living', 'Fitness and Wellness', 'Gaming', 'Music Production']",1,-1.8343214962243901,1.6935372282931735
25-34,Female,Rural,Mandarin,Technical,6720,195,Tablet,2.6,7.0,0.084,0.021,44,60k-80k,"['Reading and Literature', 'Music Production']",2,0.9796928653408896,-1.4032815842310788
45-54,Male,Suburban,Mandarin,High School,9165,327,Tablet,0.6,1.9,0.009,0.065,165,60k-80k,"['Eco-Friendly Living', 'Gaming', 'Reading and Literature', 'Digital Marketing']",3,-1.2883918832119148,-2.1708105995982487
25-34,Female,Suburban,Mandarin,Bachelor,4655,367,Tablet,1.8,4.0,0.072,0.085,29,40k-60k,"['DIY Crafts', 'Fashion Modelling']",2,1.2170244742619143,-0.9621905341957961
18-24,Female,Suburban,Spanish,Master,5745,183,Desktop Only,2.5,3.8,0.192,0.047,168,100k+,"['Travel and Adventure', 'Fashion Modelling', 'Music Production']",0,1.5625733528802834,-0.5523244445500999
25-34,Male,Rural,Hindi,PhD,9043,226,Desktop Only,3.4,7.6,0.051,0.073,156,20k-40k,['Travel and Adventure'],3,-1.3829103018549644,0.1578931597386625
45-54,Male,Rural,Hindi,High School,7224,404,Desktop Only,2.5,2.1,0.178,0.1,99,60k-80k,"['Data Science', 'Reading and Literature', 'Pet Care']",3,-1.3175683943947247,-0.1227592774736517
55-64,Female,Urban,English,Bachelor,9145,465,Mobile + Desktop,2.0,1.1,0.145,0.099,171,100k+,"['Gardening', 'Investing and Finance', 'Music Production']",2,1.7057670638263438,2.031460083001064
55-64,Male,Urban,Mandarin,Technical,3832,273,Desktop Only,2.2,2.7,0.043,0.074,50,40k-60k,['Fitness and Wellness'],3,-1.329426987840819,2.3439019949830007
25-34,Male,Rural,Spanish,High School,2383,106,Mobile Only,1.6,6.7,0.065,0.074,142,20k-40k,"['Software Engineering', 'Fitness and Wellness', 'Fashion Modelling']",3,-1.982262244566086,-0.6946672262049004
45-54,Female,Suburban,English,High School,9621,126,Tablet,4.7,2.5,0.124,0.025,36,60k-80k,"['Gaming', 'Software Engineering']",4,1.0259424673948323,-1.6879991922490725
25-34,Female,Suburban,English,PhD,8769,208,Mobile + Desktop,2.8,2.7,0.105,0.083,101,0-20k,"['Gaming', 'Investing and Finance', 'Pet Care', 'Music Production']",2,1.7572615338616022,-0.3984408441516673
25-34,Male,Suburban,Hindi,Bachelor,7098,329,Mobile + Desktop,0.6,1.9,0.195,0.041,168,0-20k,"['Eco-Friendly Living', 'Gourmet Cooking', 'Fitness and Wellness', 'Software Engineering']",1,-1.2338991696152535,0.6589425657320266
55-64,Male,Urban,Spanish,Master,5513,495,Mobile + Desktop,0.6,6.0,0.184,0.096,160,60k-80k,"['Fitness and Wellness', 'Photography', 'Fashion Modelling']",1,-1.2629724515375607,2.176791674617681
18-24,Female,Suburban,Spanish,Technical,1369,30,Mobile + Desktop,4.9,1.5,0.144,0.008,148,40k-60k,['Fitness and Wellness'],0,1.2187716941368198,0.43099490836007176
18-24,Male,Urban,Spanish,Bachelor,7968,209,Mobile + Desktop,1.5,3.3,0.206,0.044,20,20k-40k,"['Gardening', 'DIY Crafts', 'Data Science', 'Investing and Finance']",1,-1.6981212077333163,2.230116410868483
25-34,Female,Urban,Hindi,Technical,2703,380,Mobile Only,4.1,3.0,0.141,0.056,22,100k+,"['Fitness and Wellness', 'Pet Care']",2,2.091710210997595,2.6036309777243813
18-24,Male,Suburban,Hindi,High School,6061,456,Tablet,0.8,4.9,0.241,0.041,140,20k-40k,"['Gardening', 'Eco-Friendly Living', 'Music Production']",3,-1.319577219678675,-1.4734955061395654
25-34,Female,Suburban,Hindi,PhD,9761,350,Mobile + Desktop,4.6,6.1,0.054,0.021,79,60k-80k,['Photography'],2,1.6905692712811473,0.25133448910936357
35-44,Male,Rural,Hindi,PhD,8669,457,Tablet,4.4,4.7,0.179,0.059,5,60k-80k,['Reading and Literature'],3,-1.7347965659879572,-1.2712646551040836
35-44,Male,Rural,Hindi,Master,7657,257,Desktop Only,3.1,7.5,0.092,0.076,129,100k+,"['Music Production', 'Fitness and Wellness']",3,-1.3381409026249769,0.4317067984655005
55-64,Male,Suburban,Mandarin,PhD,1780,285,Mobile + Desktop,0.5,7.7,0.07,0.064,42,20k-40k,"['Eco-Friendly Living', 'Travel and Adventure', 'Digital Marketing']",1,-1.3173369391615986,-1.3632118909946374
55-64,Female,Urban,Mandarin,High School,8533,273,Mobile + Desktop,1.7,3.5,0.045,0.023,49,0-20k,"['Pet Care', 'Music Production', 'Data Science']",2,1.2550891171520109,1.05782672791862
25-34,Female,Urban,Spanish,Master,9211,67,Tablet,2.3,6.4,0.138,0.073,85,20k-40k,"['Gardening', 'Gaming', 'Digital Marketing', 'Photography']",2,1.4619371609816973,1.1890252222062063
25-34,Female,Urban,English,Bachelor,5782,311,Mobile + Desktop,2.6,6.2,0.054,0.026,133,40k-60k,['Gourmet Cooking'],2,1.4084191198632146,2.2552068789077673
25-34,Female,Urban,Spanish,PhD,8184,40,Mobile + Desktop,1.8,7.3,0.05,0.018,36,20k-40k,['Pet Care'],2,1.1093886055648357,2.124741298451388
35-44,Male,Urban,English,Master,5467,258,Mobile + Desktop,0.6,4.1,0.248,0.069,140,100k+,"['Eco-Friendly Living', 'Reading and Literature', 'Music Production']",1,-1.3861383062813524,0.9694749359141385
25-34,Female,Rural,Hindi,High School,169,102,Mobile Only,3.2,4.7,0.2,0.084,122,60k-80k,"['Gaming', 'DIY Crafts', 'Gardening', 'Eco-Friendly Living']",4,1.4801638300769417,-0.5699063674765145
45-54,Female,Suburban,English,Technical,4024,274,Mobile Only,2.9,3.9,0.187,0.048,44,60k-80k,"['Gourmet Cooking', 'Gaming', 'Fashion Modelling', 'DIY Crafts']",4,1.7489062877371975,-0.45360197293444215
35-44,Male,Rural,Spanish,Technical,6300,280,Mobile + Desktop,1.8,7.0,0.199,0.053,78,20k-40k,"['Investing and Finance', 'Music Production', 'Fitness and Wellness', 'Fashion Modelling']",1,-2.249846463168733,0.5811395869022169
35-44,Male,Urban,Spanish,High School,2107,103,Mobile Only,0.7,2.6,0.242,0.03,115,80k-100k,"['DIY Crafts', 'Gourmet Cooking', 'Fitness and Wellness']",0,-1.7961153175252453,0.9253030249723444
35-44,Male,Urban,English,High School,9092,163,Desktop Only,5.0,2.7,0.143,0.049,107,60k-80k,"['Music Production', 'Fashion Modelling', 'Pet Care', 'Photography']",3,-1.6513150831701895,0.9510959040586916
25-34,Female,Urban,Mandarin,Technical,8219,403,Mobile + Desktop,2.7,3.6,0.055,0.013,107,40k-60k,"['Gourmet Cooking', 'Investing and Finance', 'Fashion Modelling']",2,1.098633668539846,2.5270534344302655
55-64,Male,Urban,Hindi,Master,2879,294,Desktop Only,3.9,2.6,0.216,0.096,78,0-20k,"['Investing and Finance', 'Gourmet Cooking', 'Fashion Modelling']",3,-1.0395917887173123,1.7240376310957337
45-54,Male,Suburban,Hindi,Technical,5020,89,Tablet,2.5,4.9,0.186,0.08,168,0-20k,"['Pet Care', 'Photography', 'Gaming', 'Data Science']",3,-0.6972659637449619,-0.4733338076773751
18-24,Male,Urban,Spanish,High School,855,301,Desktop Only,0.7,1.9,0.104,0.067,118,80k-100k,"['Reading and Literature', 'Travel and Adventure']",0,-1.4656438598378443,0.14333939095157253
55-64,Male,Suburban,Mandarin,PhD,6595,93,Tablet,1.9,3.2,0.118,0.054,127,20k-40k,"['Digital Marketing', 'Travel and Adventure']",3,-1.4366538609817807,-2.1695365335590546
35-44,Male,Urban,English,Bachelor,6035,374,Mobile + Desktop,1.9,7.4,0.103,0.079,61,80k-100k,"['Investing and Finance', 'DIY Crafts']",1,-1.542517737117346,0.9604784935759755
55-64,Female,Suburban,Hindi,PhD,9613,383,Tablet,4.3,3.9,0.232,0.049,78,40k-60k,"['Eco-Friendly Living', 'Photography', 'Music Production']",2,1.463247601293805,-0.14546167195043766
45-54,Male,Rural,Mandarin,PhD,2430,46,Tablet,3.4,6.2,0.086,0.03,87,80k-100k,['DIY Crafts'],3,-1.9510870478058646,-1.9972350475911096
35-44,Male,Urban,Hindi,High School,5805,351,Desktop Only,1.7,1.8,0.241,0.016,177,80k-100k,"['Digital Marketing', 'Reading and Literature', 'Investing and Finance', 'Software Engineering']",3,-1.8547676139363936,0.2362138368690926
18-24,Female,Suburban,Mandarin,Technical,8401,336,Desktop Only,4.9,2.7,0.228,0.065,83,100k+,"['Data Science', 'DIY Crafts']",2,1.5605240742210678,-0.16681407357696268
25-34,Female,Rural,Mandarin,Master,1116,416,Desktop Only,1.9,6.7,0.158,0.093,134,40k-60k,"['Pet Care', 'Gardening', 'Music Production', 'Software Engineering']",2,1.3109580756122106,-0.3919884630250556
35-44,Male,Urban,Spanish,PhD,7447,434,Mobile + Desktop,5.0,6.3,0.145,0.015,97,0-20k,"['Software Engineering', 'Reading and Literature', 'Fashion Modelling', 'DIY Crafts']",1,-2.1062294326633917,0.7925026781396054
45-54,Female,Urban,Hindi,Technical,8316,241,Mobile + Desktop,5.0,3.7,0.093,0.018,54,40k-60k,"['Gardening', 'Photography', 'Eco-Friendly Living', 'Pet Care']",2,1.6614987935085728,3.348629835603064
25-34,Female,Urban,English,Master,5038,102,Desktop Only,1.4,7.7,0.005,0.043,33,20k-40k,"['Gardening', 'Eco-Friendly Living']",2,1.5348520659997722,1.265184703172037
18-24,Female,Suburban,Spanish,PhD,2938,345,Mobile + Desktop,1.9,7.4,0.032,0.081,85,100k+,"['DIY Crafts', 'Photography', 'Eco-Friendly Living', 'Data Science']",0,1.4054927844592662,-0.04928747533106148
55-64,Male,Suburban,Spanish,Master,837,111,Mobile + Desktop,2.7,7.7,0.189,0.029,14,100k+,"['Digital Marketing', 'Reading and Literature']",1,-1.0558310728680402,-0.864617966664271
65+,Female,Rural,English,Technical,6300,421,Tablet,3.5,4.0,0.118,0.025,159,100k+,['Gourmet Cooking'],4,0.8022670264364047,-0.44177156842909976
35-44,Female,Suburban,Spanish,Bachelor,8471,441,Tablet,2.9,2.4,0.037,0.062,121,100k+,"['Music Production', 'Gaming', 'Fitness and Wellness']",0,1.412210917040927,-0.343830002439847
25-34,Male,Suburban,Mandarin,Technical,331,175,Desktop Only,4.9,5.4,0.066,0.054,147,100k+,"['Software Engineering', 'Digital Marketing']",3,-1.1703252911206468,-0.8549826409460699
25-34,Female,Urban,Mandarin,High School,2017,168,Mobile + Desktop,3.8,5.8,0.237,0.006,64,0-20k,"['Gardening', 'Data Science']",2,1.1940614296866343,0.6126287582283916
18-24,Female,Urban,Hindi,Master,8634,23,Tablet,1.5,1.9,0.092,0.008,163,20k-40k,"['Eco-Friendly Living', 'Software Engineering']",2,0.9604875673947041,0.712878866242654
55-64,Male,Urban,Hindi,Bachelor,6018,382,Mobile Only,1.0,6.5,0.227,0.064,153,100k+,"['Investing and Finance', 'Music Production']",3,-0.6959545772337187,2.0259775463824696
18-24,Female,Urban,English,Master,2723,234,Mobile + Desktop,3.6,1.1,0.076,0.047,64,40k-60k,"['Reading and Literature', 'Gaming']",4,1.5153995360180867,1.060010718327356
35-44,Female,Urban,Hindi,Master,8746,82,Mobile Only,1.2,4.4,0.136,0.097,62,40k-60k,"['Gourmet Cooking', 'Photography', 'Eco-Friendly Living']",4,1.656171554739671,2.293729026699221
25-34,Female,Urban,Mandarin,PhD,6501,258,Desktop Only,4.0,3.3,0.005,0.068,173,100k+,"['Gardening', 'Fitness and Wellness']",2,1.6116094716397298,1.6624715249506459
35-44,Female,Urban,English,High School,7172,100,Mobile + Desktop,1.9,6.2,0.13,0.001,178,20k-40k,"['Gardening', 'Pet Care', 'Software Engineering']",2,0.7678279962290601,0.48583978444119574
45-54,Male,Rural,English,Master,2376,225,Desktop Only,2.0,3.2,0.159,0.048,49,40k-60k,"['DIY Crafts', 'Music Production', 'Photography', 'Pet Care']",3,-1.5440715548546358,0.4985970839069036
55-64,Female,Rural,Hindi,Technical,7493,470,Desktop Only,0.5,6.8,0.059,0.041,128,60k-80k,"['Data Science', 'Investing and Finance']",2,1.3875654778132687,0.6666140392817955
25-34,Female,Rural,Mandarin,Technical,8887,99,Desktop Only,3.7,5.2,0.145,0.011,30,60k-80k,['Gardening'],2,1.1906020337171315,0.05211582223491028
18-24,Female,Rural,English,PhD,3974,38,Desktop Only,1.0,6.6,0.162,0.092,106,80k-100k,['Digital Marketing'],0,1.1775735298285088,-1.5546304262686463
18-24,Male,Urban,Mandarin,High School,4630,444,Desktop Only,4.0,7.9,0.172,0.081,55,40k-60k,"['Data Science', 'Fashion Modelling', 'Pet Care', 'Gardening']",3,-1.263489854734982,0.8996036231053708
55-64,Female,Rural,Mandarin,High School,7264,314,Mobile + Desktop,2.7,5.8,0.194,0.023,168,60k-80k,['Music Production'],4,0.8558704000133863,-0.8119519441256136
55-64,Female,Urban,Mandarin,Technical,4597,436,Mobile Only,4.0,7.9,0.078,0.026,56,60k-80k,"['Fitness and Wellness', 'Eco-Friendly Living']",4,1.732331345759046,1.3060403724782732
35-44,Male,Rural,Hindi,Bachelor,8033,485,Mobile + Desktop,3.1,1.2,0.142,0.003,55,40k-60k,"['Fitness and Wellness', 'Gaming', 'Gourmet Cooking']",1,-1.6716244784523782,1.5682969891928267
45-54,Male,Suburban,Spanish,PhD,2235,229,Mobile + Desktop,0.9,3.4,0.245,0.03,135,20k-40k,"['Music Production', 'Pet Care', 'Investing and Finance']",1,-1.5265942318559902,-0.016540682194635843
45-54,Male,Rural,Spanish,PhD,6827,337,Mobile + Desktop,3.9,1.8,0.225,0.058,18,100k+,"['Investing and Finance', 'Gourmet Cooking', 'Travel and Adventure', 'Fashion Modelling']",1,-1.8912899459735035,0.8206661396181637
25-34,Male,Rural,English,Technical,1665,224,Tablet,0.8,2.8,0.238,0.042,5,100k+,"['Gourmet Cooking', 'Software Engineering', 'Reading and Literature']",3,-1.8817412500335273,-0.9206759188399484
55-64,Female,Urban,Mandarin,Technical,408,230,Tablet,2.7,6.9,0.097,0.097,149,20k-40k,"['Gaming', 'Investing and Finance', 'Music Production']",2,1.299415689304958,0.333637732902905
35-44,Female,Rural,Hindi,Bachelor,8634,398,Mobile + Desktop,1.3,1.2,0.197,0.006,18,20k-40k,"['Pet Care', 'Gaming']",2,1.0528279493110546,0.7437664051628958
25-34,Male,Suburban,Mandarin,Bachelor,8727,51,Mobile Only,3.9,4.6,0.155,0.059,85,100k+,"['Gaming', 'Gardening', 'Software Engineering']",3,-0.6964667752561116,-0.7193307612629105
35-44,Male,Urban,Mandarin,High School,8468,144,Mobile + Desktop,4.6,5.0,0.021,0.086,7,60k-80k,['Digital Marketing'],1,-1.73576283220265,0.5851657791446847
18-24,Male,Urban,Hindi,PhD,238,51,Desktop Only,3.0,4.9,0.206,0.048,102,40k-60k,"['Travel and Adventure', 'Fashion Modelling', 'Gaming', 'Digital Marketing']",3,-1.3301007908859224,1.3669165292150403
25-34,Male,Rural,Spanish,PhD,293,173,Tablet,2.9,4.3,0.169,0.0,44,80k-100k,"['Travel and Adventure', 'Music Production', 'Gaming']",0,-1.8333691809246044,-1.385410136025181
45-54,Female,Urban,Mandarin,Technical,3357,370,Tablet,3.9,6.5,0.05,0.024,93,40k-60k,['Gaming'],4,1.3286667225521749,1.1861644850784743
18-24,Female,Urban,Mandarin,High School,3335,292,Mobile + Desktop,0.5,1.9,0.02,0.032,129,20k-40k,"['Pet Care', 'Travel and Adventure', 'Software Engineering', 'Data Science']",2,0.8403921073899492,0.3701117053973089
